STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AFE,Africa Eastern and Southern,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AFG,Afghanistan,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AFW,Africa Western and Central,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AGO,Angola,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ALB,Albania,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AND,Andorra,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARB,Arab World,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARE,United Arab Emirates,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ASM,American Samoa,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ATG,Antigua and Barbuda,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUS,Australia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AZE,Azerbaijan,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BDI,Burundi,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BEL,Belgium,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BEN,Benin,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BFA,Burkina Faso,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BGD,Bangladesh,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BGR,Bulgaria,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BHR,Bahrain,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BHS,"Bahamas, The",WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BIH,Bosnia and Herzegovina,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BLR,Belarus,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BLZ,Belize,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BMU,Bermuda,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BOL,Bolivia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BRA,Brazil,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BRB,Barbados,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BRN,Brunei Darussalam,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BTN,Bhutan,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,BWA,Botswana,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CAF,Central African Republic,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CAN,Canada,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CEB,Central Electricity Board (CEB),WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CHE,Switzerland,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CHI,Channel Islands,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CHL,Chile,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CHN,China,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CIV,Cote d'Ivoire,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CMR,Cameroon,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,COD,"Congo, Dem. Rep.",WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,COG,"Congo, Rep.",WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,COL,Colombia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,COM,Comoros,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CPV,Cabo Verde,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CRI,Costa Rica,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CSS,Caribbean small states,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CUB,Cuba,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CUW,Curacao,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CYM,Cayman Islands,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CYP,Cyprus,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,CZE,Czechia,WB_GS_SL_UEM_1524_FM_ZS,Ratio of female to male youth unemployment rate (% ages 15-24),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,GS_TRW,Estimate: National,_Z,Not Applicable,_Z,Not Applicable,1964,,WB_GS,Gender Statistics,0,Units,RATIO,Ratio,O,Missing value,PU,Public
